,area,city,country,latitude,longitude,hotel_star_rating,mmt_location_rating,mmt_review_count,mmt_review_rating,mmt_review_score,mmt_traveller_type_review_count,Couple,Solo,Friends,Business,pageurl,property_address,property_name,property_type,room_types,state,traveller_rating
993,Bandra Kurla Complex,Mumbai,India,19.091996,72.882753,1,Location:1.9,53,Excellent:3|Very Good:7|Average:20|Poor:13|Terrible:10,2.9,Family:4,0,2,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200810161632184869&i=,"Rani Arcade. Shams Nagar, Jari mari, Andheri Kurla Road,Andheri East, Bandra Kurla Complex",Hotel Arma Executive,Hotel,Deluxe|Super Deluxe,Maharashtra,Location:1.9/5 | Hospitality:3.4/5 | Facilities:3.2/5 | Cleanliness:3.0/5 | Value for Money:3.1/5 | Food:1.8/5
994,Andheri (East),Mumbai,India,19.117417,72.880284,1,Location:3.4,31,Excellent:3|Very Good:3|Average:9|Poor:8|Terrible:8,2.8,Family:4,4,10,0,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201210240958231264&i=,"A/3, Opp. Seven Hills Hospital, Next to Shahana Medical, Marol Maroshi Road Andheri (East)",Bliss Comfort,Hotel,Deluxe|Super Deluxe,Maharashtra,Location:3.4/5 | Hospitality:2.7/5 | Facilities:2.5/5 | Cleanliness:2.4/5 | Value for Money:2.7/5 | Food:1.3/5
995,Koramangala,Bangalore,India,12.879718,77.64625,3,Location:4.4,271,Excellent:163|Very Good:53|Average:42|Poor:11|Terrible:2,4.4,Family:58,93,60,4,27,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201001121543477955&i=,"Singasandra, Opposite Live 100 Hospital, Near Electronic City, Hosur Main Road Electronic City","Keys Hotel Hosur Road, Bangalore",Hotel,Keys Room|Keys Indulge Room,Karnataka,Location:4.4/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.3/5 | Value for Money:4.4/5 | Food:3.2/5
996,Hebbal,Bangalore,India,13.005431,77.594051,3,Location:4.0,21,Excellent:4|Very Good:3|Average:9|Poor:5|Terrible:0,3.6,Family:4,6,8,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201402241321116327&i=,"3, Opp Fun World, Next To Palace Ground, Near J C Nagar Police Station, Behind Bharath Petrol Bunk Nandi Durga Road",Ivory Inn,Hotel,Superior Non Ac|Superior Ac,Karnataka,Location:4.0/5 | Hospitality:3.6/5 | Facilities:3.5/5 | Cleanliness:3.4/5 | Value for Money:3.6/5 | Food:2.0/5
997,Juhu Beach,Mumbai,India,19.116252,72.82585,5,Location:4.8,5,Excellent:4|Very Good:1|Average:0|Poor:0|Terrible:0,4.6,Family:1,3,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200902041453546035&i=,"29/1, J. R Mhatre Road, Opposite Iris Park,Juhu Juhu",Z Luxury Residences,Hotel,One Bed Room Residences|Two Bedroom Residences,Maharastra,Location:4.8/5 | Hospitality:4.2/5 | Facilities:4.4/5 | Cleanliness:2.6/5 | Value for Money:4.2/5 | Food:2.0/5
998,Malad,Mumbai,India,19.173515,72.795817,3,Location:4.7,227,Excellent:102|Very Good:77|Average:36|Poor:10|Terrible:2,4.3,Family:106,90,8,5,4,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200707250953377576&i=,"11, Madh-Marve Road,Malad, Aksa Beach Malad",The Resort,Hotel,Standard|Deluxe,Maharastra,Location:4.7/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:3.4/5
999,Navi Mumbai,Mumbai,India,19.017332,73.041376,2,Location:3.8,9,Excellent:1|Very Good:1|Average:3|Poor:2|Terrible:2,3.1,Family:2,0,4,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200810311735349979&i=,"Sai Chambers, Sec - 11,Opp IDBI Bank Near CBD Station - East, Near Belapur Railway Station Navi Mumbai",Hotel Heritage Dakshin,Hotel,Studio Single Room|Double Deluxe Room|Deluxe Suite Room,Maharashtra,Location:3.8/5 | Hospitality:3.3/5 | Facilities:2.9/5 | Cleanliness:2.7/5 | Value for Money:3.1/5 | Food:1.9/5
1000,Andheri (East),Mumbai,India,19.117922,72.848328,3,Location:4.7,43,Excellent:18|Very Good:7|Average:10|Poor:7|Terrible:1,4,Family:11,6,22,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201508051606562828&i=,"S N Marg, Sahar Road, Andheri (East)",Better Home International,Hotel,Executive Room|Deluxe Room|Supreme Room,Maharashtra,Location:4.7/5 | Hospitality:3.7/5 | Facilities:3.7/5 | Cleanliness:3.8/5 | Value for Money:3.7/5 | Food:2.4/5
1001,Thane,Mumbai,India,19.207765,72.977229,4,Location:4.5,8,Excellent:4|Very Good:1|Average:2|Poor:0|Terrible:1,4,Family:2,0,2,0,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201101141257056733&i=,"29 LBS Marg, PanchPakhadi, Gokulnagar, Thane Gokul Nagar",United 21 - Thane,Hotel,Deluxe Room|Corporate Suite|Family Suite.,Maharashtra,Location:4.5/5 | Hospitality:3.4/5 | Facilities:4.1/5 | Cleanliness:4.1/5 | Value for Money:3.6/5 | Food:3.4/5
1002,Thane,Mumbai,India,19.286556,72.868649,1,Location:3.3,9,Excellent:0|Very Good:0|Average:3|Poor:4|Terrible:2,2.6,Family:2,0,4,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201204231401017330&i=,"SK Stone, Meera - Bhayandar Road, Thane Thane",SA Residency,Hotel,Standard Room,Maharashtra,Location:3.3/5 | Hospitality:2.6/5 | Facilities:2.6/5 | Cleanliness:2.6/5 | Value for Money:2.7/5 | Food:1.4/5
1003,Lavelle Road,Bangalore,India,12.972317,77.596327,5,Location:4.8,12,Excellent:5|Very Good:2|Average:5|Poor:0|Terrible:0,4.1,Family:4,3,4,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200907071504523951&i=,"Vittal Mallya Road UB City Vittal Mallya Road, UB City",Oakwood Premier Prestige,Hotel,Studio Superior|One Bed Room,Karnataka,Location:4.8/5 | Hospitality:3.9/5 | Facilities:4.2/5 | Cleanliness:4.2/5 | Value for Money:3.9/5 | Food:2.2/5
1004,Majestic,Bangalore,India,12.97323,77.580052,3,Location:4.4,70,Excellent:34|Very Good:13|Average:13|Poor:10|Terrible:0,4.1,Family:21,15,11,3,11,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200701121146482982&i=,"9 & 12, Gajanana Towers, Kempe Gowda Road Gandhinagar",Hotel Bangalore Gate,Hotel,Executive|Superior|Premium,Karnataka,Location:4.4/5 | Hospitality:4.2/5 | Facilities:4.1/5 | Cleanliness:3.9/5 | Value for Money:4.2/5 | Food:3.4/5
1005,City Center,Bangalore,India,12.9656,77.5895,2,Location:4.3,20,Excellent:4|Very Good:9|Average:2|Poor:4|Terrible:1,3.8,Family:4,3,4,0,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200701251417364426&i=,"11, Devanga Hostel Road, Behind Corporation Buliding Sampangirama Nagar",Hotel Geo,Hotel,Single Non Ac|Deluxe Non Ac|Single Deluxe Ac|Deluxe Ac|Family Suite,Karnataka,Location:4.3/5 | Hospitality:3.9/5 | Facilities:3.6/5 | Cleanliness:3.6/5 | Value for Money:3.9/5 | Food:2.6/5
1006,Andheri West,Mumbai,India,19.12395771,72.84645235,1,Location:2.0,1,Excellent:0|Very Good:0|Average:0|Poor:1|Terrible:0,2.1,Family:1,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201601191234053014&i=,"17 A, S V Road, Near BMC Market. Andheri west SV",Hotel Oyster,Hotel,Classique Room|Premium Room,Maharashtra,Location:2.0/5 | Hospitality:2.0/5 | Facilities:2.0/5 | Cleanliness:3.0/5 | Value for Money:2.0/5 | Food:0.0/5
1007,Andheri (East),Mumbai,India,19.098163,72.893066,1,Location:2.9,24,Excellent:3|Very Good:3|Average:6|Poor:5|Terrible:7,2.9,Family:4,3,7,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=20080925140907711&i=,"Andheri Ghatkopar Link Road,near Asalfa metro station, Sakinaka Andheri(E) Sakinaka",Hotel Galaxy Residency,Hotel,Deluxe Ac,Maharashtra,Location:2.9/5 | Hospitality:3.4/5 | Facilities:2.8/5 | Cleanliness:3.2/5 | Value for Money:3.0/5 | Food:2.1/5
1008,Majestic,Bangalore,India,12.9780566,77.5793816,2,Location:4.3,266,Excellent:72|Very Good:81|Average:85|Poor:21|Terrible:7,3.9,Family:57,28,42,2,19,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200803191400398797&i=,"No28, 2nd Main Road,Gandhinagar Gandhinagar",Golden Residency,Hotel,Standard  Ac|Deluxe Ac|Suite,Karnataka,Location:4.3/5 | Hospitality:4.0/5 | Facilities:3.8/5 | Cleanliness:3.9/5 | Value for Money:4.0/5 | Food:2.7/5
1009,City Center,Bangalore,India,12.985511,77.579291,4,Location:4.6,235,Excellent:139|Very Good:44|Average:34|Poor:12|Terrible:6,4.3,Family:52,40,69,12,36,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200701251516432023&i=,"32/3,High Grounds, Off Kumara Krupa Road Sankey Road",Goldfinch,Hotel,Superior|Gold Club|Executive,Karnataka,Location:4.6/5 | Hospitality:4.4/5 | Facilities:4.2/5 | Cleanliness:4.4/5 | Value for Money:4.4/5 | Food:3.8/5
1010,M G Road,Bangalore,India,12.982202,77.603072,2,Location:4.4,14,Excellent:2|Very Good:0|Average:3|Poor:7|Terrible:2,2.9,Family:4,2,7,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201409191136068543&i=,"42, Central Street, Shivaji Nagar",Hotel Select,Hotel,Superior Non Ac|Executive Non Ac|Superior Ac|Business Non Ac|Executive Ac|Business AC,Karnataka,Location:4.4/5 | Hospitality:2.7/5 | Facilities:2.4/5 | Cleanliness:2.5/5 | Value for Money:2.7/5 | Food:1.7/5
1011,Andheri (East),Mumbai,India,19.121351,72.909798,3,Location:4.5,11,Excellent:4|Very Good:3|Average:1|Poor:3|Terrible:0,3.9,Family:3,4,3,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201002151520296652&i=,"JMJ House, The Beatle Hotel, Orchard Avenue, Hiranandani Gardens Powai",The Beatle Hotel,Hotel,Deluxe|Premium,Maharashtra,Location:4.5/5 | Hospitality:3.6/5 | Facilities:3.5/5 | Cleanliness:3.0/5 | Value for Money:3.5/5 | Food:2.9/5
1012,Andheri West,Mumbai,India,18.9943,72.8204,3,Location:4.3,91,Excellent:19|Very Good:12|Average:27|Poor:25|Terrible:8,3.4,Family:22,9,15,6,12,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200709241520434648&i=,"Opp. St. Joseph's  Church Road, Church Road , Near Prithvi Theater , Juhu Beach",Sukh Hotel,Hotel,Standard|Deluxe|Executive Deluxe,Maharashtra,Location:4.3/5 | Hospitality:3.6/5 | Facilities:3.2/5 | Cleanliness:3.3/5 | Value for Money:3.3/5 | Food:3.1/5
1013,Bangalore Airport Road,Bangalore,India,13.072551,77.602632,3,Location:4.1,15,Excellent:10|Very Good:2|Average:1|Poor:0|Terrible:2,4.3,Family:4,3,6,1,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201409041730513611&i=,"20,UVAS BGS Layout,Jakkur Main road,Jakkur, Bangalore -64 Jakkur",Treebo Hoppers Stop,Hotel,A/c Single Room|Standard Room,Karnataka,Location:4.1/5 | Hospitality:4.3/5 | Facilities:4.3/5 | Cleanliness:4.1/5 | Value for Money:4.3/5 | Food:1.2/5
1014,Andheri (East),Mumbai,India,19.10934,72.87385,5,Location:4.7,38,Excellent:24|Very Good:7|Average:7|Poor:0|Terrible:0,4.5,Family:6,7,8,0,9,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201007121229563872&i=,"Andheri East,West Suburb International Airport",The Leela,Hotel,Premier City View,Maharashtra,Location:4.7/5 | Hospitality:4.7/5 | Facilities:4.4/5 | Cleanliness:4.7/5 | Value for Money:4.7/5 | Food:4.1/5
1015,Dadar,Mumbai,India,19.031869,72.841159,1,Location:4.0,1,Excellent:0|Very Good:0|Average:1|Poor:0|Terrible:0,3.7,Family:1,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201407021454247195&i=,"Building No.1/Flat No.11, Vivekanand Society,2nd floor, T.H.Kataria Marg Dadar",Apartment In Mumbai City Centre,Hotel,Standard Room|Family Room,Maharashtra,Location:4.0/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:0.0/5 | Value for Money:4.0/5 | Food:0.0/5
1016,Bangalore Airport Road,Bangalore,India,12.9577,77.709,4,Location:4.6,89,Excellent:64|Very Good:6|Average:10|Poor:6|Terrible:3,4.4,Family:17,30,30,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201508201124442286&i=,"32/30, Varthur Rd, Silver Springs Layout, Marathahalli Marathahalli",Treebo Cartier,Hotel,Standard    Room,Karnataka,Location:4.6/5 | Hospitality:4.2/5 | Facilities:4.4/5 | Cleanliness:4.2/5 | Value for Money:4.2/5 | Food:2.6/5
1017,Mumbai Domestic Airport,Mumbai,India,19.120863,72.880092,2,Location:4.2,24,Excellent:11|Very Good:3|Average:3|Poor:3|Terrible:4,3.8,Family:2,3,14,0,5,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201410271458021026&i=,"B -11, Saibaba Industrial Estate, Next to State bank of India, Marol Morishi Road, Marol Marol Naka",Hotel Bilal Residency,Hotel,Standard Room|Deluxe Room,Maharashtra,Location:4.2/5 | Hospitality:4.0/5 | Facilities:3.7/5 | Cleanliness:3.5/5 | Value for Money:4.0/5 | Food:2.6/5
1018,Bangalore Airport Road,Bangalore,India,12.956258,77.702892,3,Location:4.6,13,Excellent:8|Very Good:2|Average:1|Poor:1|Terrible:1,4.3,Family:5,1,5,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200804021143039472&i=,"17/2 Varthur Main Road, Mangalaya Suryodaya Complex, Next to Yashomati Hospital,Marathahalli, Bangal Marathahalli",Sherwood Suites,Hotel,Standard,Karnataka,Location:4.6/5 | Hospitality:4.0/5 | Facilities:4.1/5 | Cleanliness:4.5/5 | Value for Money:4.1/5 | Food:2.5/5
1019,Bangalore Airport Road,Bangalore,India,13.14423097,77.61871449,1,Location:4.5,18,Excellent:11|Very Good:1|Average:4|Poor:1|Terrible:1,4.2,Family:5,8,4,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=20150225183854383&i=,"No:286/25, Hosahalli Main Road, Above Muilti Mart, Hunasamaranahalli,, Bengaluru, Karnataka 562157 Hunasamaranahalli",A V Comforts,Hotel,A/c  Deluxe Room|Standard Non Ac,Karnataka,Location:4.5/5 | Hospitality:4.1/5 | Facilities:3.9/5 | Cleanliness:3.8/5 | Value for Money:4.1/5 | Food:3.0/5
1020,Malad,Mumbai,India,19.276183,72.793466,1,Location:4.2,21,Excellent:15|Very Good:2|Average:2|Poor:1|Terrible:1,4.3,Family:6,9,0,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201101212016538151&i=,"Opp Stella Maris Hospital, Uttan,Bhayandar Bhayandar",Golden Toff Resort,Hotel,Deluxe,Maharashtra,Location:4.2/5 | Hospitality:4.5/5 | Facilities:4.3/5 | Cleanliness:4.3/5 | Value for Money:4.3/5 | Food:3.4/5
1021,Dr. BR Ambedkar Statue,Vishakhapatnam,India,17.720896,83.30299,3,Location:4.1,14,Excellent:3|Very Good:1|Average:6|Poor:4|Terrible:0,3.5,Family:6,2,1,0,3,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VTZ&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=20090720174659176&i=,"Dabagarden, LIC Circle,",R R Grand,Hotel,Club Executive|Club Suite,Andhra Pradesh,Location:4.1/5 | Hospitality:3.4/5 | Facilities:3.6/5 | Cleanliness:3.0/5 | Value for Money:3.4/5 | Food:2.8/5
1022,Shaheed Nagar,Agra,India,27.154159,78.034387,3,Location:3.6,36,Excellent:7|Very Good:4|Average:7|Poor:11|Terrible:7,3.1,Family:11,3,9,4,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=AGR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201101241515371147&i=,Shaheed Nagar 1.5 km from Taj Mahal,Hotel Safari,Hotel,Standard  Ac,Uttar Pradesh,Location:3.6/5 | Hospitality:3.2/5 | Facilities:2.8/5 | Cleanliness:2.9/5 | Value for Money:3.2/5 | Food:2.4/5
1023,Kumarakom North,Kumarakom,India,9.58398,76.4222,3,Location:4.2,37,Excellent:9|Very Good:8|Average:7|Poor:7|Terrible:6,3.5,Family:20,13,0,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XKU&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201312121946121776&i=,"Goldfield Lake Resort, Block Number 12, Near Navarazreth Church Kottayam",Leisure Vacations Goldfield Lake Resort,Hotel,Deluxe Room|Deluxe Suite,Kerala,Location:4.2/5 | Hospitality:3.5/5 | Facilities:3.3/5 | Cleanliness:3.4/5 | Value for Money:3.5/5 | Food:2.7/5
1024,Gandhi Chowk,Mussoorie,India,30.459963,78.062694,5,Location:5.0,27,Excellent:24|Very Good:2|Average:1|Poor:0|Terrible:0,4.7,Family:16,10,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMS&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201306051147162595&i=,Library Bazaar Gandhi Chawk,Fortune The Savoy,Hotel,The Savoy Chambers|Fortune Exclusive Room|Fortune Suites,Uttarakhand,Location:5.0/5 | Hospitality:4.8/5 | Facilities:4.7/5 | Cleanliness:4.7/5 | Value for Money:4.8/5 | Food:3.1/5
1025,Kakaji Ki Kothi,Bharatpur,India,27.210304,77.522101,1,Location:4.0,1,Excellent:1|Very Good:0|Average:0|Poor:0|Terrible:0,4.7,Family:0,1,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XHR&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200907070958108699&i=,"Kaka Ji Ki Kothi, Achhnera Road Kakaji Ki Kothi",Laxmi Niwas Palace,Hotel,Classic|Suite,Rajasthan,Location:4.0/5 | Hospitality:5.0/5 | Facilities:4.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5
1026,Andheri (East),Mumbai,India,19.12063748,72.86307357,1,Location:3.4,11,Excellent:1|Very Good:0|Average:7|Poor:2|Terrible:1,3.3,Family:0,1,7,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201402181215035346&i=,"4th Floor, 8 - Mahal Industrial Estate, Near Shantinagar Bus Stop, Off Mahakali Caves Road, Andheri Andheri (East)",Travellers Inn Andheri,Hotel,Economy Room|Standard Room,Maharashtra,Location:3.4/5 | Hospitality:3.8/5 | Facilities:3.2/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:1.3/5
1027,Majestic,Bangalore,India,12.978553,77.579312,2,Location:4.2,83,Excellent:31|Very Good:22|Average:20|Poor:5|Terrible:5,3.9,Family:23,14,19,1,11,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201005131121203900&i=,"No-36, 5th cross,Opp Cross of Hotel Kanishka Gandhi Nagar",Amshi International Inn,Hotel,King  Ac|Deluxe Ac|Suite Room,Bangalore,Location:4.2/5 | Hospitality:4.1/5 | Facilities:3.8/5 | Cleanliness:4.0/5 | Value for Money:4.1/5 | Food:2.4/5
1028,Central Bangalore,Bangalore,India,12.970306,77.597048,3,Location:5.0,9,Excellent:4|Very Good:3|Average:2|Poor:0|Terrible:0,4.2,Family:2,4,0,2,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201304291746365006&i=,No 21 Suryamukhi Garden Apartments Vittal Mallya Road,Melange Luxury Service Apartment,Hotel,Studio Apartment|Single Bed Room Apt|Premium Two Bedroom,Karnataka,Location:5.0/5 | Hospitality:4.3/5 | Facilities:4.1/5 | Cleanliness:4.4/5 | Value for Money:4.3/5 | Food:2.9/5
1029,Mumbai Domestic Airport,Mumbai,India,19.069197,72.833418,3,Location:4.7,37,Excellent:15|Very Good:8|Average:11|Poor:1|Terrible:2,4,Family:7,10,12,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=20071003085129798&i=,"355, Linking Road Khar West",Treebo New Castle,Hotel,Standard|Deluxe,Maharashtra,Location:4.7/5 | Hospitality:4.2/5 | Facilities:3.7/5 | Cleanliness:3.3/5 | Value for Money:4.2/5 | Food:2.2/5
1030,South Mumbai,Mumbai,India,18.946609,72.84003,1,Location:3.9,115,Excellent:18|Very Good:16|Average:33|Poor:34|Terrible:14,3.2,Family:19,15,13,3,7,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200701101556426899&i=,"167, P D Mello Road, Carnac, Bunder, Near C.S.T. Railway Station CST",Hotel Sea Lord,Hotel,Standard Non Ac|Standard Ac Room|Deluxe Ac Room,Maharastra,Location:3.9/5 | Hospitality:3.3/5 | Facilities:3.1/5 | Cleanliness:2.9/5 | Value for Money:3.2/5 | Food:2.4/5
1031,Koramangala,Bangalore,India,12.934487,77.629432,3,Location:4.7,24,Excellent:9|Very Good:7|Average:3|Poor:4|Terrible:1,3.9,Family:8,5,5,0,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201011281547322901&i=,"No 624, 80 Feet Road,4th Block Koramangala",Hotel Silicrest,Hotel,Standard Room,Karnataka,Location:4.7/5 | Hospitality:3.7/5 | Facilities:3.9/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:2.6/5
